"collection1"
"quote","quoteLink"
"Flip:
What do you mean?","http://www.imdb.com/name/nm0960863/?ref_=tt_trv_qu"
"Sack Lodge:
I mean, it's time to send them home.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Flip:
Sack, don't do anything crazy.","http://www.imdb.com/name/nm0960863/?ref_=tt_trv_qu"
"Sack Lodge:
Just relax. I'm just gonna scare them a little bit.","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Flip:
All right.","http://www.imdb.com/name/nm0960863/?ref_=tt_trv_qu"
"[Sack cocks his rifle and aims it at Jeremy]"
"Sack Lodge:
[Yells]
TO THE RIGHT!","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"[Everyone aims and shoots; John and Jeremy screams; John falls to the ground, pulls the trigger, and then shoots Jeremy]"
"Jeremy Grey:
[Screaming]
Aaaahhh! They got me!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Sack Lodge:
[laughs]
Oh, shit!","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Jeremy Grey:
THEY GOT ME!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Oh, shit.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Sack Lodge:
What's this, uh, company called?","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"Jeremy Grey:
[Screaming because Gloria is secretly masturbating him to the end; climaxing]
HOLY SHI...","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
[Thinking fast]
Shirts and Pants! Holy Shirts and Pants. It's a little corny and obvious, but what do you get out of being subtle, right?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Do you know what that awareness is, Gloria?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
What?","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
That we're all one. That separateness is an illusion, and that I'm one with everyone - with the Prime Minister of England, and my cousin Harry, you and me, the fat kid from 'What's Happening,' the Olsen twins, Natalie Portman, the guy who wrote 'Catcher in the Rye,' Nat King Cole, Carrot Top, Jay-Z, Weird Al Yankovic, Harry Potter, if he existed, the whore on the street corner, your mother. We're all one.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
That brings us to the question of frequent flyer miles.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Mrs. Kroeger:
I want them.","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"John Beckwith:
Know what we're gonna do? We're gonna split them right down the middle. How would that be, Mr Kroeger?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Mr. Kroeger:
It would be not good at all. I earned those miles.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Mrs. Kroeger:
Yeah, you earned them flying to Denver to meet your whore.","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Mr. Kroeger:
She's not afraid to express herself sexually if that's what you mean.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Mrs. Kroeger:
She's a stripper, for God's sake.","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Mr. Kroeger:
She is not.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Mrs. Kroeger:
Her name is Chastity. She is white trash, same as you. Hillbilly!","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Woman at Jewish Reception:
I saw you at the wedding.","http://www.imdb.com/name/nm1972874/?ref_=tt_trv_qu"
"John Beckwith:
Yeah?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Woman at Jewish Reception:
You were crying.","http://www.imdb.com/name/nm1972874/?ref_=tt_trv_qu"
"John Beckwith:
Oh shit! You weren't supposed to see that. Now you probably think I'm a big pussy.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Woman at Jewish Reception:
No, you were so sweet.","http://www.imdb.com/name/nm1972874/?ref_=tt_trv_qu"
"Jeremy Grey:
I always knew I was never going to be a professional bull fighter, but that's not why I did it.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I don't mean to pry.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
Yes, you do.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Jeremy Grey:
Oh, that's terrific! Why don't you just feed me to the lions? Step on my head when I am drowning.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
What?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
What do you mean 'what'? What a great friend, John. This is completely against the rules. You have a wedding and a reception to seal the deal. Period. There's no overtime.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
No overtime. Yeah, well what about the Chang wedding three years ago. 2am, you drag me fifty miles to watch you and some chick play Mah-Jongg with her grandmother? In a retirement home.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Completely different situation. She was a very, very family-oriented girl. And very into her grandmother.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Yeah.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
[Yells aloud]
*That was my first Asian!*","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[the entire room goes silent]"
"Jeremy Grey:
Have you even shot one of these things before?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
The whole 17 years we've known each other I've been sneaking off to go on little hunting trips around the world. No, I don't even know what the fuck a quail is!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
I feel totally ridiculous. Like why do I have to be in camouflage? So the big bad quail doesn't see me?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I know. Why can't we hunt something cool like a hawk or an eagle, something with some talons?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
That'd be awesome. We could get something like big game. Even like a gorilla or a rhinoceros or a fucking human being! That'll get you jacked up.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
That's a little heavy.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
I mean like, hunt a human being right now, 'Most Dangerous Game'. Like a worthy adversary. Not a human being that's armed, but a clever, a clever, human being who knows the jungle. Or the woods.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Chazz Reinhold:
[almost whispering]
What the fuck do you want?","http://www.imdb.com/name/nm0002071/?ref_=tt_trv_qu"
"[to impress Gloria, Jeremy has been making balloon models for the children]"
"Gloria Cleary:
You're good.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
I'm just warming up. Last week I did an exact replica, to scale, of Wrigley Field. Honest to God. I don't have anywhere to put it.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
OK then, I'll take a sports car.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
How about a dance?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
That's what I really wanted.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Claire Cleary:
Oh, so you're hiding I see.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Secretary Cleary:
Once Sack and Claire tie the knot, two of the great American families, the Clearys and the Lodges, will finally unite.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"John Beckwith:
And then of course you can challenge the Klingons for interstellar domination.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[stunned silence, then Claire laughs]"
"[Jeremy wakes up in the middle of the night to find Gloria on top of him rubbing her nipples on his face and tying his hands and feet to the bed with rope]"
"Gloria Cleary:
I've been thinking about what you said and I think the problem is that I'm not being adventurous enough for you.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
Gloria, I'm pretty sure that is *not* what I've been saying to you.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
[seductively]
Baby, I'm going to make all your fantasies come true.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
But this is not fantasy...","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[He mumbles and moans as she gags him with his sock, then starts squirming]"
"Gloria Cleary:
[softly crying]
I love you.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"John Beckwith:
I have a better idea. Throw an interception to Claire, get her feeling good about herself. You think you can do that?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
John, I was first team All-State. I can put the ball anywhere I want to. I'll make it rain out here.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[Jeremy punches Sack, sending him sprawling to the ground]"
"Jeremy Grey:
Share that with the Dalai Lama, jack ass!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Hindu Woman:
[while dancing at a wedding reception]
French Foreign Legion?","http://www.imdb.com/name/nm1779787/?ref_=tt_trv_qu"
"John Beckwith:
Yeah, we lost a lot of good men out there.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[cut to another reception]"
"Bridesmaid:
Mount Everest?","http://www.imdb.com/name/nm1801710/?ref_=tt_trv_qu"
"Jeremy Grey:
I don't like to talk about it because we lost so many good men out there.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[cut to another reception]"
"John Beckwith:
We lost so many good men out there.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Bridesmaid:
Playing with the Yankees?","http://www.imdb.com/name/nm1754224/?ref_=tt_trv_qu"
"John Beckwith:
Yes, with the Yankees you loose good men to trades and unruly fans. Look I don't want to talk about it. I'm sorry.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
Hey, listen. What angle are you going to play here?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
I am going to go with the balloon animal display. For the kids. And then when she comes close to check it out, guess who is the broken man, haunted past? How about you?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I am going to go dance with the little flower girl. Oh, and I might be a charter member of Oprah's book club.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
It's all deadly.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Claire Cleary:
What is true love?","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
True love is your soul's recognition of its counterpoint in another.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Claire Cleary:
It's a little cheesy but I like it.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
I read it on a bumper sticker!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
You better lock it up.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
No, you lock it up!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
You lock it up!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
You lock it up!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
You lock it up!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Lock it up!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[Kathleen Cleary walks into John's bedroom, unbuttons her blouse and shows John her boobs]"
"Kathleen Cleary:
I just had my tits done. You like 'em?","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
[shocked]
Those... seem like lovely tits.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
William doesn't give a shit about my tits.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
Well, darn him. But Mrs. Cleary, this is pretty sudden...","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
Oh, you been playing 'Cat and Mouse' with me ever since you came here.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
Mrs. Cleary, I don't...","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
Call me Kat.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
Okay, Kat.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
Call me 'Kitty Kat'.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"[growls]"
"John Beckwith:
Okay, Kitty Kat. This feels 'borderline' inappropriate.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[Kathleen walks closer to John]"
"Kathleen Cleary:
Feel them.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
What?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
I said feel them!","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
Mrs. Cleary...","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
Kitty Kat.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"John Beckwith:
I'm sorry, Kitty Kat, are you out of your fucking mind?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Kathleen Cleary:
I'm not letting you out of this room until you feel them.","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"[Completely hesitant and nervous, John feels her boobs; Kathleen moans softly]"
"John Beckwith:
Wow, they feel really nice. Real orb-like. It's amazing what they can do...","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[Kathleen shudders and puts her blouse back on]"
"Kathleen Cleary:
Pervert!","http://www.imdb.com/name/nm0005412/?ref_=tt_trv_qu"
"[Mr Kroeger's wife opens up a bottle of pills]"
"Mr. Kroeger:
That's it! Go comatose for me, baby.","http://www.imdb.com/name/nm0948267/?ref_=tt_trv_qu"
"Secretary Cleary:
You know she is not just another notch on the old belt.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Jeremy Grey:
I don't even wear a belt... Beltless.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Secretary Cleary:
[menacingly]
I am a very powerful man.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Jeremy Grey:
Yes, you are.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[Cleary pauses meaningfully]"
"Secretary Cleary:
[cheerfully]
See you for dinner.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Claire Cleary:
Actually Todd is an amazing painter. He's going to the Rhode Island School of Design.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"John Beckwith:
Wow, that's a great school. Congratulations, Todd. That's really impressive. RIS-D!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Todd Cleary:
Yeah, Dad - Dad always thought I'd be a political liability...","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"[getting angry]"
"Todd Cleary:
...in case he ever ran for President.","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"Secretary Cleary:
Now, now Todd. Actually, truth be told, polling shows that a majority of the American people would ultimately empathize with our situation.","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Todd Cleary:
[sharply, raising his voice]
What IS our situation, Dad?","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"Grandma Mary Cleary:
You're a homo.","http://www.imdb.com/name/nm0016687/?ref_=tt_trv_qu"
"Gloria Cleary:
Ah! That was amazing.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
Yeah, it was really great. We should probably head back so they're not looking for us.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
I always knew my first time would be on a beach.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
[stunned]
First time? You're a virgin?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
Mm-hmm.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
Wow.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
Jeremy, we are going to be so happy together. I love you.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
[bewildered]
I'm sorry?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
I love you.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"[talking at the dinner table about Franklin Roosevelt]"
"Grandma Mary Cleary:
But that wife of his, Eleanor... Big dyke! Huge dyke. A real rug muncher. Looked like a big lesbian mule.","http://www.imdb.com/name/nm0016687/?ref_=tt_trv_qu"
"John Beckwith:
Rule No.5: 'You're an idiot'","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Sack Lodge:
Claire, you get your fucking ass on that altar right now!","http://www.imdb.com/name/nm0177896/?ref_=tt_trv_qu"
"John Beckwith:
Wow, we're getting a great preview of what marriage is gonna be like with Ike Turner over here.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Please don't take a turn to negative town.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
I'm sure you'd love to be free, maybe go out and meet some Latin guy that can dance, grind up on you, make you feel dangerous but also safe. And how about you? Don't you want to get inside Chastity without having to wonder if everyone's gonna find out?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
God, wouldn't that be sweet?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Wouldn't that be nice? And have some Latin guy sweating all over you, talking to you in languages you don't understand, needing you, wanting you, taking you?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
All we're trying to say is, put your swords away for a second. Let's finish this and let's move on.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Get out there and get some strange ass.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Janice:
I've got the perfect girl for you!","http://www.imdb.com/name/nm1317087/?ref_=tt_trv_qu"
"Jeremy Grey:
[sigh]
Janice, I apologize to you if I don't seem real eager to jump into a forced awkward intimate situation that people like to call dating. I don't like the feeling. You're sitting there, you're wondering do I have food on my face, am I eating, am I talking too much, are they talking enough, am I interested I'm not really interested, should I play like I'm interested but I'm not that interested but I think she might be interested but do I want to be interested but now she's not interested? So all of the sudden I'm getting, I'm starting to get interested... And when am I supposed to kiss her? Do I have to wait for the door cause then it's awkward, it's like well goodnight. Do you do like that ass-out hug? Where you like, you hug each other like this and your ass sticks out cause you're trying not to get too close or do you just go right in and kiss them on the lips or don't kiss them at all? It's very difficult trying to read the situation. And all the while you're just really wondering are we gonna get hopped up enough to make some bad decisions? Perhaps play a little game called 'just the tip'. Just for a second, just to see how it feels. Or, ouch, ouch you're on my hair.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Janice:
Okay...","http://www.imdb.com/name/nm1317087/?ref_=tt_trv_qu"
"Jeremy Grey:
OK, can you, can you put that so he can't see it? Thank you. Hey, Janice... great talk.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
I'm sorry. I'm not sorry. Okay? I'm not gonna apologize, I'm a cocksman!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[gets glares from wedding guests]"
"John Beckwith:
[to wedding guests]
Tourette's.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
I feel so tiny in your arms.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Guest at wedding:
How tall are you?"
"Jeremy Grey:
Six foot five, but I feel like I'm four feet.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
Phenomenal finger food!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
These bacon-wrapped scallops - phenomenal!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
You and I both know I'm a phenomenal dancer!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Get up, you're making us look like pussies.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
If I had any air in my lungs I'd scream at you.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
[speaking to Father O'Neil about Gloria]
She's fit for a strait-jacket. This broad's fucked three ways towards the weekend. But you know what, Father? I dig it! It turns me on.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
[in response to the outfit he's wearing]
I'm not even gunna say it, but you know I'm upset.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Yes. But I think you look good.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
You know I don't look good.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Todd Cleary:
I made you a painting. I call it 'Celebration.' It's sexual and violent. I thought you might like it.","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"Todd Cleary:
Death, you are my bitch lover!","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"Secretary Cleary:
Todd, that's good! Tell that mean ocean!","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Jeremy Grey:
She hasn't returned your phone calls, she hasn't responded to any of your letters, she didn't respond to the candygram. God knows what happened to the kitten you got for her. 'Cause she didn't keep it, and I know you're not raising the goddamn thing. I think it's very obvious at this juncture that she just flat out does not wanna see you.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[after Sack outruns John and scores a touchdown]"
"Jeremy Grey:
What happened?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I think he's on steroids. It's like trying to cover a fucking race horse.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[Jeremy's hands and feet are tied to the bed]"
"Secretary Cleary:
Are you okay in here?","http://www.imdb.com/name/nm0000686/?ref_=tt_trv_qu"
"Jeremy Grey:
I was just having a bad dream.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
[quarterbacking a touch football game]
John! Red seven!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I don't know what red seven means.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Hot route!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I don't... What is hot route?","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Will you just go stand on the other side please?","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
[smacks his butt]
Watch me take this on down the road.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
I'm gonna go see Dr. Finklestein and I'm gonna tell him we have a whole new bag of issues. We can forget about mom for a while.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Rule #1: Never Leave a Fellow Crasher Behind.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
You know how they say we only use 10 percent of our brains? I think we only use 10 percent of our hearts.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
[introducing himself at a wedding reception]
Sanjay Collins.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Chuck Vindaloo. Excited to be here.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[cut to another reception]"
"John Beckwith:
Seamus O'Toole.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Bobby O'Shea.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I'm ready to get drunk!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"[last lines]"
"Claire Cleary:
We're a folk singing group from Salt Lake City.","http://www.imdb.com/name/nm1046097/?ref_=tt_trv_qu"
"Gloria Cleary:
Yeah!","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
Yes, we are.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[Gloria and Claire throw up their arms and scream like rock fans at a concert]"
"Chazz Reinhold:
Yeah, her boyfriend just died. Dude died in a hang-gliding accident! What an idiot!","http://www.imdb.com/name/nm0002071/?ref_=tt_trv_qu"
"[sarcastically imitating dead boyfriend]"
"Chazz Reinhold:
'Aaaahhh, I'm hang-gliding! Take a good picture, honey, I'm dead!'","http://www.imdb.com/name/nm0002071/?ref_=tt_trv_qu"
"John Beckwith:
[about Chazz]
He lived with his mom till he was forty! She tried to poison his oatmeal!","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Erroneous! Erroneous! Erroneous on both counts!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Chazz Reinhold:
Grief is nature's most powerful aphrodisiac.","http://www.imdb.com/name/nm0002071/?ref_=tt_trv_qu"
"John Beckwith:
[after Jeremy gets violently tackled to the ground]
You were awesome... she's buying it, now quit messing around and get up.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
[after getting the wind knocked out of him, whispering]
I'm not messing around, I can't breathe.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
Oh, come on, now you're just milking it.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
[looks up in disgust, still whispering]
I hate you.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"John Beckwith:
I crashed a funeral today.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"John Beckwith:
Don't waste your time on girls with hats. They tend to be very proper.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Jeremy Grey:
Yeah? Well, the proper girl in the hat just eye-fucked the shit out of me.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"[people in the next row turn round and stare at Jeremy]"
"John Beckwith:
Why don't you say it a little louder? I don't think the priest heard you.","http://www.imdb.com/name/nm0005562/?ref_=tt_trv_qu"
"Todd Cleary:
Jeremy tried to seduce me! I want my painting back!","http://www.imdb.com/name/nm1218757/?ref_=tt_trv_qu"
"Jeremy Grey:
The painting was a gift, Todd. I'm taking it with me.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Jeremy Grey:
Grab that net and catch that beautiful butterfly, pal!","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Mrs. Kroeger:
You shut your mouth when you're talking to me!","http://www.imdb.com/name/nm0000360/?ref_=tt_trv_qu"
"Gloria Cleary:
Don't ever leave me!","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"Jeremy Grey:
Never.","http://www.imdb.com/name/nm0000681/?ref_=tt_trv_qu"
"Gloria Cleary:
Good.","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
"[girlish voice]"
"Gloria Cleary:
'Cause I'd find you!","http://www.imdb.com/name/nm0279545/?ref_=tt_trv_qu"
